STATE_CODE_001,STRUCTURE_NUMBER_008,LOCATION_009,YEAR_BUILT_027,ADT_029,YEAR_ADT_030,"coordinates (lat, lon)",ADT,TRUCK_PCT,ADTT,EFFECTIVE_YEAR,AGE,SLF,ADTT_SL,NOTE,Pf_fatigue,AM_years,AE_years,Risk_Level,Risk_Explanation,Street_View_URL
48,11940018902026.00,'7.5 MI N OF US 82',1940,2148,2020,"33.718511, -95.056636",2148,26,558.48,1967,58,0.5,279.24,,2.78E-14,276.2880853,224.4840693,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.718511,-95.056636"
48,191030006309072.00,'4.1 MI S OF FM 1186',1970,4528,2019,"32.328739, -94.354122",4528,13,588.64,1970,55,0.5,294.32,,2.73E-14,262.131982,212.9822353,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.328739,-94.354122"
48,121020027117568.00,'0.5 MI S OF IH10',2006,28385,2013,"29.774344, -95.455622",28385,3,851.55,2006,19,1,851.55,,2.68E-14,90.60029937,73.61274324,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.774344,-95.455622"
48,120800002708092.00,'0.60 MI NE OF FM 762',1965,17960,2013,"29.583736, -95.758042",17960,3,538.8,1965,60,0.5,269.4,,2.59E-14,286.3796768,232.6834874,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.583736,-95.758042"
48,32430080202010.00,'1.2 MI N OF US 82/277',1956,6213,2024,"33.894128, -98.606444",6213,14,869.82,1988,37,0.5,434.91,,2.19E-14,177.3945987,144.1331115,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.894128,-98.606444"
48,101080016303040.00,'0.4 MI W OF SH 274',1971,3723,2019,"32.14825, -96.106103",3723,16,595.68,1971,54,0.5,297.84,,2.15E-14,259.0339945,210.4651206,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.148250,-96.106103"
48,82210018101025.00,'1.95 MI S  OF IH 20',1969,6375,2011,"32.434925, -99.687306",6375,9,573.75,1969,56,0.5,286.875,,2.06E-14,268.9348494,218.5095652,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.434925,-99.687306"
48,121020027117535.00,'0.65 MI N OF US 59',2004,25490,2010,"29.738028, -95.459108",25490,3,764.7,2004,21,1,764.7,,2.03E-14,100.8901333,81.9732333,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.738028,-95.459108"
48,142460001509182.00,'0.2 MI S OF FM 620',1960,160231,2020,"30.507353, -97.6852",160231,10,16023.1,2017,8,0.125,2002.8875,,1.87E-14,38.51972961,31.2972803,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.507353,-97.685200"
48,121020027114449.00,'0.00 MI N OF IH 610',1988,6186,2019,"29.813922, -95.352683",6186,7,433.02,1988,37,1,433.02,,1.87E-14,178.1688719,144.7622085,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.813922,-95.352683"
48,150150052105046.00,'1.2 Mi S of US 90',1959,24265,2020,"29.380436, -98.641522",24265,4,970.6,1959,66,0.25,242.65,,1.84E-14,317.950484,258.3347682,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.380436,-98.641522"
48,121700033802079.00,'0.60 MI NE OF FM 1486',1948,10312,2023,"30.371494, -95.769097",10312,10,1031.2,1994,31,0.5,515.6,,1.71E-14,149.6328257,121.5766709,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.371494,-95.769097"
48,121020027115354.00,'IH 610 @ SH 225 (INTRCHG)',1974,2410,2008,"29.709972, -95.267175",2410,13,313.3,1974,51,1,313.3,,1.69E-14,246.2517872,200.0795771,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.709972,-95.267175"
48,240720255203275.00,'3.0 MI S OF US 62',2006,84066,2022,"31.762775, -106.2678",84066,6,5043.96,2006,19,0.166666667,840.66,,1.67E-14,91.77394539,74.56633063,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=31.762775,-106.267800"
48,11940018902030.00,'4.8 MI N OF US 82',1940,2197,2023,"33.6786, -95.059972",2197,25,549.25,1967,58,0.5,274.625,,1.50E-14,280.931033,228.2564643,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.678600,-95.059972"
48,150150245203146.00,'7.3 Mi E of IH 10',2012,24470,2010,"29.607792, -98.461656",24470,5,1223.5,2012,13,1,1223.5,,1.42E-14,63.05736406,51.2341083,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.607792,-98.461656"
48,210310003919289.00,'0.20 MI W OF US 77',2002,69038,2023,"26.186739, -97.730167",69038,8,5523.04,2002,23,0.125,690.38,,1.34E-14,111.7510428,90.79772228,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=26.186739,-97.730167"
48,161780226302032.00,'Mustang Island Ferry',2002,5113,2021,"27.839369, -97.068853",5113,27,1380.51,2002,23,0.5,690.255,,1.33E-14,111.7712801,90.81416506,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=27.839369,-97.068853"
48,231410027205033.00,'8.45 MI E OF SAN SABA C/L',1940,1622,2020,"31.219481, -98.427353",1622,30,486.6,1960,65,0.5,243.3,,1.15E-14,317.1010478,257.6446013,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=31.219481,-98.427353"
48,150150052104276.00,'IH 410/US 281 Interchange',2009,32900,2016,"29.520575, -98.481008",32900,3,987,2009,16,1,987,,1.09E-14,78.16685403,63.5105689,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.520575,-98.481008"
48,150150052104275.00,'IH 410 / US 281',2009,32900,2016,"29.519925, -98.478839",32900,3,987,2009,16,1,987,,1.09E-14,78.16685403,63.5105689,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.519925,-98.478839"
48,150150001710369.00,'1.30 MI W OF IH 37',1993,4112,2022,"29.434236, -98.498158",4112,12,493.44,1993,32,1,493.44,,1.09E-14,156.3527175,127.036583,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.434236,-98.498158"
48,181300009503074.00,'1.06 MI SW of FM 740',1955,9019,2015,"32.769531, -96.488622",9019,5,450.95,1955,70,0.5,225.475,,1.07E-14,342.169575,278.0127797,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.769531,-96.488622"
48,130620015404019.00,'3.52 MI S OF SH 111',1934,3684,2023,"29.260628, -97.294242",3684,23,847.32,1988,37,0.5,423.66,,8.26E-15,182.1051903,147.9604671,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.260628,-97.294242"
48,121020325601401.00,'4.9 MI E OF SH 6',2007,43481,2023,"29.780194, -95.562731",43481,2,869.62,2007,18,1,869.62,,7.83E-15,88.71769846,72.08313,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.780194,-95.562731"
48,41880027501132.00,'IH 40 & IH 27 INTERCHANGE',1965,5870,2009,"35.194392, -101.836431",5870,7,410.9,1987,38,1,410.9,,7.13E-15,187.7602456,152.5551996,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=35.194392,-101.836431"
48,180610035309528.00,'3.14 MI E. of I35W',2023,55700,2018,"33.01355, -97.223217",55700,14,7798,2023,2,1,7798,,6.82E-15,9.893650286,8.038590858,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.013550,-97.223217"
48,102010054502001.00,'1.1 MI N OF SH 323',1937,1524,2023,"32.2475, -94.94195",1524,31,472.44,1959,66,0.5,236.22,,6.73E-15,326.6052194,265.3667408,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.247500,-94.941950"
48,150150001710189.00,'4.3 MI E OF IH 37/US 281',1962,61723,2022,"29.48405, -98.403289",61723,14,8641.22,2016,9,0.2,1728.244,,6.17E-15,44.64108363,36.27088045,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.484050,-98.403289"
48,150150001710188.00,'4.3 MI E OF IH 37/US 281',1962,61723,2022,"29.484047, -98.403044",61723,14,8641.22,2016,9,0.2,1728.244,,6.17E-15,44.64108363,36.27088045,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.484047,-98.403044"
48,1805709F7325003,'0.8 MI W OF IH 35E',1930,14026,2022,"32.774903, -96.822903",14026,7,981.82,1930,95,0.166666667,163.6366667,,6.04E-15,471.4755348,383.073872,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.774903,-96.822903"
48,222400001806089.00,'1.70 MI N  OF US 83',1965,83271,2023,"27.530869, -99.502944",83271,4,3330.84,1997,28,0.166666667,555.14,,6.01E-15,138.9751863,112.9173389,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=27.530869,-99.502944"
48,22200001416544.00,'3.1 Mi. S. of Golden Tria',2014,28250,2014,"32.886969, -97.317161",28250,10,2825,2014,11,0.5,1412.5,,5.92E-15,54.61995393,44.37871257,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.886969,-97.317161"
48,81680033301001.00,'0.3 MI S OF BUS 20',1941,1088,2020,"32.3851, -100.865367",1088,34,369.92,1941,84,0.5,184.96,,5.91E-15,417.1209177,338.9107456,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.385100,-100.865367"
48,180570019603367.00,'3.2 Mi N of LP 12',1977,6457,2022,"32.907081, -96.90405",6457,5,322.85,1977,48,1,322.85,,5.36E-15,238.9675854,194.1611631,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.907081,-96.904050"
48,180570019603071.00,'2.2 Mi NW of IH 635',1957,70410,2019,"32.938567, -96.902731",70410,10,7041,2014,11,0.2,1408.2,,5.28E-15,54.78673834,44.5142249,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.938567,-96.902731"
48,150150001710367.00,'DOWNTOWN Y I/C',1994,8319,2023,"29.432667, -98.499878",8319,12,998.28,1994,31,0.5,499.14,,5.06E-15,154.5672255,125.5858707,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.432667,-98.499878"
48,152320003701042.00,'1.7 MI S OF US 90',1939,4246,2023,"29.188425, -99.794197",4246,13,551.98,1969,56,0.5,275.99,,4.85E-15,279.5415955,227.1275463,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.188425,-99.794197"
48,121700033802083.00,'0.25 MI NE OF FM 1486',1948,9967,2023,"30.368125, -95.773347",9967,10,996.7,1994,31,0.5,498.35,,4.77E-15,154.8122503,125.7849534,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.368125,-95.773347"
48,90500005504040.00,'0.37 MI W  OF FM 116',1938,3892,2020,"31.434339, -97.789336",3892,13,505.96,1964,61,0.5,252.98,,4.57E-15,304.9675268,247.7861155,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=31.434339,-97.789336"
48,161780037302014.00,'0.45 MI NW OF E MAIN AVE',1955,5491,2024,"27.79485, -97.656786",5491,8,439.28,1955,70,0.5,219.64,,3.97E-15,351.2597201,285.3985226,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=27.794850,-97.656786"
48,22490013411075.00,'2.4 MILES WEST OF FM 1820',1960,3938,2024,"33.174383, -97.854589",3938,12,472.56,1960,65,0.5,236.28,,3.81E-15,326.5222826,265.2993546,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.174383,-97.854589"
48,82210066301004.00,'3.20 MI SE OF US 277',1942,2310,2022,"32.352397, -99.807969",2310,16,369.6,1942,83,0.5,184.8,,3.63E-15,417.4820613,339.2041748,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.352397,-99.807969"
48,230470018202004.00,'0.20 MI SE OF FM 589',1943,1809,2020,"31.958358, -98.674",1809,26,470.34,1960,65,0.5,235.17,,3.19E-15,328.0634644,266.5515649,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=31.958358,-98.674000"
48,20730007905040.00,'2.2 MI W OF US 281',1962,16939,2022,"32.205803, -98.218914",16939,9,1524.51,1985,40,0.25,381.1275,,2.88E-15,202.4274946,164.4723393,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.205803,-98.218914"
48,81770000602189.00,'3.85 MI W of SH 70',1960,2520,2013,"32.453614, -100.464014",2520,31,781.2,1986,39,0.5,390.6,,2.79E-15,197.5183946,160.4836956,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.453614,-100.464014"
48,22200001416192.00,'0.3 MI N OF E 4TH STREET',1961,35634,2022,"32.765156, -97.318797",35634,2,712.68,1961,64,0.333333333,237.56,,2.59E-15,324.7629438,263.8698918,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.765156,-97.318797"
48,150150052104283.00,'IH10 / IH 410 Interchange',2002,22000,2015,"29.495731, -98.551939",22000,6,1320,2002,23,0.5,660,,2.44E-15,116.8949772,94.97716895,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.495731,-98.551939"
48,1805709D0470203,'0.7 MI S OF UNIV BLVD',1966,34295,2019,"32.836694, -96.814817",34295,3,1028.85,1966,59,0.25,257.2125,,2.42E-15,299.9492052,243.7087292,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.836694,-96.814817"
48,121020002713260.00,'4.0 Mi S of Westpark Toll',1990,12368,2012,"29.666625, -95.560428",12368,7,865.76,1990,35,0.5,432.88,,2.27E-15,178.2264945,144.8090268,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.666625,-95.560428"
48,121020050003210.00,'0.10 MI W OF ALLEN PKWY',1962,6871,2024,"29.761833, -95.372114",6871,7,480.97,1962,63,0.5,240.485,,2.27E-15,320.8128779,260.6604633,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.761833,-95.372114"
48,90740038202009.00,'1.70 MI E of SH 6',1950,2785,2023,"31.311369, -96.84605",2785,17,473.45,1961,64,0.5,236.725,,2.27E-15,325.90848,264.80064,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=31.311369,-96.846050"
48,100930054504003.00,'0.95 MI S OF US 80',1935,6557,2020,"32.503922, -94.851778",6557,7,458.99,1959,66,0.5,229.495,,2.25E-15,336.1758859,273.1429073,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.503922,-94.851778"
48,21270001403193.00,'1.2 MI N OF US 67',1963,55991,2023,"32.429958, -97.238142",55991,3,1679.73,2007,18,0.5,839.865,,2.09E-15,91.86081684,74.63691368,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.429958,-97.238142"
48,221590029903018.00,'7.30 MI N OF FM 1591',1939,2375,2023,"29.064478, -100.638961",2375,24,570,1972,53,0.5,285,,2.02E-15,270.7041577,219.9471281,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.064478,-100.638961"
48,132410008910065.00,'0.25 MI S OF SH 60',1965,2796,2023,"29.3078, -96.103767",2796,9,251.64,1965,60,1,251.64,,1.99E-15,306.5914995,249.1055933,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.307800,-96.103767"
48,91610005515046.00,'3.5 MI NE OF LP 396',1951,27134,2020,"31.565142, -97.133772",27134,3,814.02,1951,74,0.25,203.505,,1.80E-15,379.1095301,308.0264932,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=31.565142,-97.133772"
48,230250B01555001,'0.5 MI E OF FM 3064',1950,1670,2020,"31.676656, -98.973628",1670,24,400.8,1950,75,0.5,200.4,,1.67E-15,384.9834577,312.7990594,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=31.676656,-98.973628"
48,150150007309090.00,'1.10 MI N  OF LOOP 1604',1968,17079,2016,"29.234578, -98.403511",17079,11,1878.69,2009,16,0.5,939.345,,1.67E-15,82.13242731,66.73259719,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.234578,-98.403511"
48,150150007309089.00,'1.10 MI N  OF LOOP 1604',1968,17079,2016,"29.234481, -98.403275",17079,11,1878.69,2009,16,0.5,939.345,,1.67E-15,82.13242731,66.73259719,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.234481,-98.403275"
48,81150000505155.00,'0.9 MI W OF US 87',1964,1170,2013,"32.260353, -101.504056",1170,42,491.4,1964,61,0.5,245.7,,1.50E-15,314.0036017,255.1279264,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.260353,-101.504056"
48,130450AA0111001,'0.80 MI SW OF SH 71',2012,4610,2018,"29.504369, -96.439925",4610,50,2305,2012,13,0.5,1152.5,,1.48E-15,66.94202597,54.3903961,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.504369,-96.439925"
48,122370040902012.00,'0.65 MI SW OF FM 3446',2005,6240,2023,"30.044406, -96.109808",6240,24,1497.6,2005,20,0.5,748.8,,1.45E-15,103.0324318,83.71385084,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.044406,-96.109808"
48,121020002710063.00,'1.6 MI S OF IH 10',1956,25730,2013,"29.753944, -95.297328",25730,4,1029.2,1996,29,0.5,514.6,,1.27E-15,149.9236007,121.8129256,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.753944,-95.297328"
48,100930009604061.00,'0.35 MI E  OF SH 42',1939,14587,2020,"32.515828, -94.845036",14587,6,875.22,1957,68,0.25,218.805,,1.13E-15,352.6001916,286.4876557,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.515828,-94.845036"
48,112020011905017.00,'0.0 MI W OF LOUISIANA S/L',1967,3014,2024,"31.478308, -93.725925",3014,17,512.38,1967,58,0.5,256.19,,1.07E-15,301.146356,244.6814142,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=31.478308,-93.725925"
48,121020005006463.00,'0.3 Mi W of Fairfield Pl',2013,24760,2011,"29.99805, -95.7662",24760,5,1238,2013,12,1,1238,,1.06E-15,62.31880851,50.63403191,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.998050,-95.766200"
48,121020027107592.00,'4.9 MI E OF SH 6',2007,16500,2016,"29.784197, -95.562342",16500,5,825,2007,18,1,825,,1.05E-15,93.51598174,75.98173516,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.784197,-95.562342"
48,141500015002046.00,'1.00 MI W OF SH 16',1947,6237,2020,"30.760881, -98.692306",6237,17,1060.29,1969,56,0.25,265.0725,,1.03E-15,291.0550319,236.4822134,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.760881,-98.692306"
48,240550037408018.00,'4.15 MI SW OF SH 54',1957,2076,2020,"31.765536, -104.906239",2076,21,435.96,1957,68,0.5,217.98,,9.74E-16,353.9346955,287.5719401,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=31.765536,-104.906239"
48,121020027117537.00,'1.07 MI N OF US 59',2006,26000,2014,"29.744758, -95.456886",26000,3,780,2006,19,1,780,,9.68E-16,98.91113453,80.3652968,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.744758,-95.456886"
48,180570004707243.00,'US 75 & SP 366 INTRCHANGE',1983,35063,2022,"32.791719, -96.792783",35063,2,701.26,1983,42,0.5,350.63,,7.56E-16,220.0344663,178.7780039,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.791719,-96.792783"
48,121020005009177.00,'US 290 AT BELTWAY 8',1990,20441,2023,"29.872386, -95.552253",20441,8,1635.28,2016,9,1,1635.28,,7.39E-16,47.1788837,38.332843,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.872386,-95.552253"
48,161780226302004.00,'0.80 MI SE OF COMMERCIAL',1959,7398,2024,"27.895314, -97.1319",7398,6,443.88,1959,66,0.5,221.94,,6.14E-16,347.619559,282.4408917,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=27.895314,-97.131900"
48,180570237403509.00,'2.5 MILES EAST OF IH 35E',2008,8600,2011,"32.647828, -96.781075",8600,10,860,2008,17,1,860,,5.70E-16,89.71009876,72.88945524,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.647828,-96.781075"
48,121020B30433565,'1.70 MI N OF IH 610E',1962,18564,2021,"29.727611, -95.278922",18564,5,928.2,1962,63,0.25,232.05,,5.68E-16,332.4744018,270.1354514,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.727611,-95.278922"
48,150070007313014.00,'1.15 MI NW OF FM 1099',1925,1762,2023,"28.749556, -98.305678",1762,23,405.26,1953,72,0.5,202.63,,5.25E-16,380.7466068,309.356618,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=28.749556,-98.305678"
48,151620051702022.00,'0.25 MI S OF SH 72 WEST',1954,5109,2023,"28.466814, -98.547497",5109,19,970.71,1995,30,0.5,485.355,,4.86E-16,158.957227,129.152747,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=28.466814,-98.547497"
48,91610001410091.00,'0.8 Mi S of IH 35',1958,5904,2017,"31.566914, -97.106361",5904,11,649.44,1958,67,0.333333333,216.48,,4.17E-16,356.3871255,289.5645395,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=31.566914,-97.106361"
48,91610001410125.00,'0.4 Mi SE of IH 35',1958,5904,2017,"31.571517, -97.109286",5904,11,649.44,1958,67,0.333333333,216.48,,4.17E-16,356.3871255,289.5645395,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=31.571517,-97.109286"
48,022200BB0985007,'3.60 MI N OF S AIRFIELD',1974,42544,2024,"32.914006, -97.039722",42544,2,850.88,1974,51,0.333333333,283.6266667,,3.75E-16,272.0149196,221.0121222,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.914006,-97.039722"
48,22200000813422.00,'IH-35 & IH-20',1990,82550,2013,"32.66685, -97.3199",82550,1,825.5,1990,35,0.5,412.75,,3.56E-16,186.9186794,151.871427,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.666850,-97.319900"
48,10920004503153.00,'0.1 MI W  OF US 75',1945,6014,2023,"33.633961, -96.617006",6014,6,360.84,1945,80,0.5,180.42,,3.44E-16,427.617143,347.4389286,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.633961,-96.617006"
48,41180055702003.00,'0.9 MI E OF FM 1923',1940,1618,2020,"35.831336, -101.505264",1618,27,436.86,1959,66,0.5,218.43,,3.28E-16,353.2055346,286.9794969,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=35.831336,-101.505264"
48,82210000618055.00,'2.20 MI W  OF LP 322',1951,13391,2023,"32.449372, -99.7206",13391,11,1473.01,1986,39,0.25,368.2525,,2.82E-16,209.5048504,170.222691,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.449372,-99.720600"
48,121020027114408.00,'AT US 59 & IH 610 N LOOP',1979,20777,2021,"29.808625, -95.334992",20777,3,623.31,1979,46,0.5,311.655,,2.63E-16,247.5515712,201.1356516,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.808625,-95.334992"
48,22200000814203.00,'1.0 MI W OF FM 156',1973,9180,2013,"32.837886, -97.358825",9180,6,550.8,1973,52,0.5,275.4,,2.52E-16,280.1404682,227.6141304,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.837886,-97.358825"
48,150150002502178.00,'2.25 MI E  OF IH 37',1968,17936,2023,"29.402878, -98.444056",17936,7,1255.52,1968,57,0.2,251.104,,2.47E-16,307.2459416,249.6373276,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.402878,-98.444056"
48,120800141803005.00,'2.50 MI N  OF SH 36',1967,2903,2019,"29.63955, -95.975867",2903,17,493.51,1967,58,0.5,246.755,,2.46E-16,312.6610806,254.0371279,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.639550,-95.975867"
48,102120049504069.00,'0.3 MI E OF US 69',1962,20932,2021,"32.4685, -95.383439",20932,41,8582.12,2020,5,0.333333333,2860.706667,,2.40E-16,26.96910027,21.91239397,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.468500,-95.383439"
48,142460068301068.00,'2.0 MI W OF FM 734',2006,5000,2013,"30.469294, -97.795767",5000,15,750,2006,19,1,750,,2.07E-16,102.8675799,83.57990868,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.469294,-97.795767"
48,232060027203054.00,'0.55 MI W  OF FM 2732',1954,2494,2020,"31.211139, -98.799319",2494,16,399.04,1954,71,0.5,199.52,,1.64E-16,386.6814602,314.1786864,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=31.211139,-98.799319"
48,161780037302030.00,'0.45 MI NW OF E MAIN AVE',1955,5058,2022,"27.794814, -97.656856",5058,8,404.64,1955,70,0.5,202.32,,1.62E-16,381.3299967,309.8306223,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=27.794814,-97.656856"
48,142270011313093.00,'0.70 MI S OF RM 2222',1983,44927,2023,"30.349747, -97.796942",44927,3,1347.81,1983,42,0.25,336.9525,,1.57E-16,228.9660558,186.0349204,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.349747,-97.796942"
48,180570237404217.00,'0.05 MI E OF IH 35E',1974,7914,2020,"32.655314, -96.878744",7914,7,553.98,1974,51,0.5,276.99,,1.46E-16,278.5323836,226.3075617,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.655314,-96.878744"
48,172390031506039.00,'0.32 MI SW OF FM 390',1925,4705,2020,"30.2431, -96.277519",4705,12,564.6,1975,50,0.5,282.3,,1.42E-16,273.2932516,222.0507669,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.243100,-96.277519"
48,22200036401414.00,'SH 121 AT BEDFORD EULESS',2001,19600,2018,"32.833675, -97.202375",19600,3,588,2001,24,1,588,,1.41E-16,131.2086478,106.6070264,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.833675,-97.202375"
48,91610001501732.00,'0.26 MI NE OF UNIVERISTY',2022,125400,2019,"31.557358, -97.118956",125400,15,18810,2022,3,0.25,4702.5,,1.39E-16,16.40631259,13.33012898,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=31.557358,-97.118956"
48,70410040701011.00,'1.50 MI SW OF RUNNELS C/L',1939,1550,2022,"32.038728, -100.255022",1550,35,542.5,1973,52,0.5,271.25,,1.38E-16,284.4264882,231.0965217,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.038728,-100.255022"
